person_id,person_name,surname,unique_attribute,sex,tribe,person_notes,name_instance,person_sequence,description
Eliel_3,Eliel,,son of Shashak (1CH 8:22),male,Benjamin,"In this dataset, Eliel is described as son of Shashak (1CH 8:22). Recorded as male; listed with tribe: Benjamin.",3,1532,"In this dataset, Eliel is described as son of Shashak (1CH 8:22). Recorded as male; listed with tribe: Benjamin."
Abdon_2,Abdon,,son of Shashak (1CH 8:23),male,Benjamin,"In this dataset, Abdon is described as son of Shashak (1CH 8:23). Recorded as male; listed with tribe: Benjamin.",2,1533,"In this dataset, Abdon is described as son of Shashak (1CH 8:23). Recorded as male; listed with tribe: Benjamin."
Zichri_3,Zichri,,son of Shashak (1CH 8:23),male,Benjamin,"In this dataset, Zichri is described as son of Shashak (1CH 8:23). Recorded as male; listed with tribe: Benjamin.",3,1534,"In this dataset, Zichri is described as son of Shashak (1CH 8:23). Recorded as male; listed with tribe: Benjamin."
Hanan_1,Hanan,,son of Shashak (1CH 8:23),male,Benjamin,"In this dataset, Hanan is described as son of Shashak (1CH 8:23). Recorded as male; listed with tribe: Benjamin.",1,1535,"In this dataset, Hanan is described as son of Shashak (1CH 8:23). Recorded as male; listed with tribe: Benjamin."
Hananiah_2,Hananiah,,son of Shashak (1CH 8:24),male,Benjamin,"In this dataset, Hananiah is described as son of Shashak (1CH 8:24). Recorded as male; listed with tribe: Benjamin.",2,1536,"In this dataset, Hananiah is described as son of Shashak (1CH 8:24). Recorded as male; listed with tribe: Benjamin."
Elam_2,Elam,,son of Shashak (1CH 8:24),male,Benjamin,"In this dataset, Elam is described as son of Shashak (1CH 8:24). Recorded as male; listed with tribe: Benjamin.",2,1537,"In this dataset, Elam is described as son of Shashak (1CH 8:24). Recorded as male; listed with tribe: Benjamin."
Anthothijah_1,Anthothijah,,son of Shashak (1CH 8:24),male,Benjamin,"In this dataset, Anthothijah is described as son of Shashak (1CH 8:24). Recorded as male; listed with tribe: Benjamin.",1,1538,"In this dataset, Anthothijah is described as son of Shashak (1CH 8:24). Recorded as male; listed with tribe: Benjamin."
Iphdeiah_1,Iphdeiah,,son of Shashak (1CH 8:25),male,Benjamin,"In this dataset, Iphdeiah is described as son of Shashak (1CH 8:25). Recorded as male; listed with tribe: Benjamin.",1,1539,"In this dataset, Iphdeiah is described as son of Shashak (1CH 8:25). Recorded as male; listed with tribe: Benjamin."
Penuel_2,Penuel,,son of Shashak (1CH 8:25),male,Benjamin,"In this dataset, Penuel is described as son of Shashak (1CH 8:25). Recorded as male; listed with tribe: Benjamin.",2,1540,"In this dataset, Penuel is described as son of Shashak (1CH 8:25). Recorded as male; listed with tribe: Benjamin."
Shamsherai_1,Shamsherai,,son of Jeroham [Jeremoth v 14] (1CH 8:26),male,Benjamin,"In this dataset, Shamsherai is described as son of Jeroham [Jeremoth v 14] (1CH 8:26). Recorded as male; listed with tribe: Benjamin.",1,1541,"In this dataset, Shamsherai is described as son of Jeroham [Jeremoth v 14] (1CH 8:26). Recorded as male; listed with tribe: Benjamin."
Shehariah_1,Shehariah,,son of Jeroham [Jeremoth v 14] (1CH 8:26),male,Benjamin,"In this dataset, Shehariah is described as son of Jeroham [Jeremoth v 14] (1CH 8:26). Recorded as male; listed with tribe: Benjamin.",1,1542,"In this dataset, Shehariah is described as son of Jeroham [Jeremoth v 14] (1CH 8:26). Recorded as male; listed with tribe: Benjamin."
Athaliah_2,Athaliah,,son of Jeroham [Jeremoth v 14] (1CH 8:26),male,Benjamin,"In this dataset, Athaliah is described as son of Jeroham [Jeremoth v 14] (1CH 8:26). Recorded as male; listed with tribe: Benjamin.",2,1543,"In this dataset, Athaliah is described as son of Jeroham [Jeremoth v 14] (1CH 8:26). Recorded as male; listed with tribe: Benjamin."
Jaareshiah_1,Jaareshiah,,son of Jeroham [Jeremoth v 14] (1CH 8:27),male,Benjamin,"In this dataset, Jaareshiah is described as son of Jeroham [Jeremoth v 14] (1CH 8:27). Recorded as male; listed with tribe: Benjamin.",1,1544,"In this dataset, Jaareshiah is described as son of Jeroham [Jeremoth v 14] (1CH 8:27). Recorded as male; listed with tribe: Benjamin."
Elijah_2,Elijah,,son of Jeroham [Jeremoth v 14] (1CH 8:27),male,Benjamin,"In this dataset, Elijah is described as son of Jeroham [Jeremoth v 14] (1CH 8:27). Recorded as male; listed with tribe: Benjamin.",2,1545,"In this dataset, Elijah is described as son of Jeroham [Jeremoth v 14] (1CH 8:27). Recorded as male; listed with tribe: Benjamin."
Zichri_4,Zichri,,son of Jeroham [Jeremoth v 14] (1CH 8:27),male,Benjamin,"In this dataset, Zichri is described as son of Jeroham [Jeremoth v 14] (1CH 8:27). Recorded as male; listed with tribe: Benjamin.",4,1546,"In this dataset, Zichri is described as son of Jeroham [Jeremoth v 14] (1CH 8:27). Recorded as male; listed with tribe: Benjamin."
Maacah_6,Maacah,,"wife of Jeiel (1CH 8:29, 1CH 9:35)",female,Benjamin,"In this dataset, Maacah is described as wife of Jeiel (1CH 8:29, 1CH 9:35). Recorded as female; listed with tribe: Benjamin.",6,1547,"In this dataset, Maacah is described as wife of Jeiel (1CH 8:29, 1CH 9:35). Recorded as female; listed with tribe: Benjamin."
Abdon_3,Abdon,,"son of Jeiel and Maacah (1CH 8:30), firstborn (1CH 9:35)",male,Benjamin,"In this dataset, Abdon is described as son of Jeiel and Maacah (1CH 8:30), firstborn (1CH 9:35). Recorded as male; listed with tribe: Benjamin.",3,1548,"In this dataset, Abdon is described as son of Jeiel and Maacah (1CH 8:30), firstborn (1CH 9:35). Recorded as male; listed with tribe: Benjamin."
Zur_3,Zur,,son of Jeiel and Maacah (1CH 8:30),male,Benjamin,"In this dataset, Zur is described as son of Jeiel and Maacah (1CH 8:30). Recorded as male; listed with tribe: Benjamin.",3,1549,"In this dataset, Zur is described as son of Jeiel and Maacah (1CH 8:30). Recorded as male; listed with tribe: Benjamin."
Kish_2,Kish,,son of Jeiel and Maacah (1CH 8:30),male,Benjamin,"In this dataset, Kish is described as son of Jeiel and Maacah (1CH 8:30). Recorded as male; listed with tribe: Benjamin.",2,1550,"In this dataset, Kish is described as son of Jeiel and Maacah (1CH 8:30). Recorded as male; listed with tribe: Benjamin."
Baal_2,Baal,,son of Jeiel and Maacah (1CH 8:30),male,Benjamin,"In this dataset, Baal is described as son of Jeiel and Maacah (1CH 8:30). Recorded as male; listed with tribe: Benjamin.",2,1551,"In this dataset, Baal is described as son of Jeiel and Maacah (1CH 8:30). Recorded as male; listed with tribe: Benjamin."
Nadab_4,Nadab,,son of Jeiel and Maacah (1CH 8:30),male,Benjamin,"In this dataset, Nadab is described as son of Jeiel and Maacah (1CH 8:30). Recorded as male; listed with tribe: Benjamin.",4,1552,"In this dataset, Nadab is described as son of Jeiel and Maacah (1CH 8:30). Recorded as male; listed with tribe: Benjamin."
Gedor_3,Gedor,,son of Jeiel and Maacah (1CH 8:31),male,Benjamin,"In this dataset, Gedor is described as son of Jeiel and Maacah (1CH 8:31). Recorded as male; listed with tribe: Benjamin.",3,1553,"In this dataset, Gedor is described as son of Jeiel and Maacah (1CH 8:31). Recorded as male; listed with tribe: Benjamin."
Ahio_3,Ahio,,son of Jeiel and Maacah (1CH 8:31),male,Benjamin,"In this dataset, Ahio is described as son of Jeiel and Maacah (1CH 8:31). Recorded as male; listed with tribe: Benjamin.",3,1554,"In this dataset, Ahio is described as son of Jeiel and Maacah (1CH 8:31). Recorded as male; listed with tribe: Benjamin."
Zecher_1,Zecher,,son of Jeiel and Maacah (1CH 8:31),male,Benjamin,"In this dataset, Zecher is described as son of Jeiel and Maacah (1CH 8:31). Recorded as male; listed with tribe: Benjamin.",1,1555,"In this dataset, Zecher is described as son of Jeiel and Maacah (1CH 8:31). Recorded as male; listed with tribe: Benjamin."
Mikloth_1,Mikloth,,son of Jeiel and Maacah (1CH 8:32),male,Benjamin,"In this dataset, Mikloth is described as son of Jeiel and Maacah (1CH 8:32). Recorded as male; listed with tribe: Benjamin.",1,1556,"In this dataset, Mikloth is described as son of Jeiel and Maacah (1CH 8:32). Recorded as male; listed with tribe: Benjamin."
Shimeah_1,Shimeah,,son of Mikloth (1CH 8:32),male,Benjamin,"In this dataset, Shimeah is described as son of Mikloth (1CH 8:32). Recorded as male; listed with tribe: Benjamin.",1,1557,"In this dataset, Shimeah is described as son of Mikloth (1CH 8:32). Recorded as male; listed with tribe: Benjamin."
Pithon_1,Pithon,,son of Micah (1CH 8:35),male,Benjamin,"In this dataset, Pithon is described as son of Micah (1CH 8:35). Recorded as male; listed with tribe: Benjamin.",1,1558,"In this dataset, Pithon is described as son of Micah (1CH 8:35). Recorded as male; listed with tribe: Benjamin."
Melech_1,Melech,,son of Micah (1CH 8:35),male,Benjamin,"In this dataset, Melech is described as son of Micah (1CH 8:35). Recorded as male; listed with tribe: Benjamin.",1,1559,"In this dataset, Melech is described as son of Micah (1CH 8:35). Recorded as male; listed with tribe: Benjamin."
Tarea_1,Tarea,,son of Micah (1CH 8:35),male,Benjamin,"In this dataset, Tarea is described as son of Micah (1CH 8:35). Recorded as male; listed with tribe: Benjamin.",1,1560,"In this dataset, Tarea is described as son of Micah (1CH 8:35). Recorded as male; listed with tribe: Benjamin."
Ahaz_2,Ahaz,,son of Micah (1CH 8:35),male,Benjamin,"In this dataset, Ahaz is described as son of Micah (1CH 8:35). Recorded as male; listed with tribe: Benjamin.",2,1561,"In this dataset, Ahaz is described as son of Micah (1CH 8:35). Recorded as male; listed with tribe: Benjamin."
Jehoaddah_1,Jehoaddah,,son of Ahaz (1CH 8:36),male,Benjamin,"In this dataset, Jehoaddah is described as son of Ahaz (1CH 8:36). Recorded as male; listed with tribe: Benjamin.",1,1562,"In this dataset, Jehoaddah is described as son of Ahaz (1CH 8:36). Recorded as male; listed with tribe: Benjamin."
Alemeth_2,Alemeth,,son of Jehoadda (1CH 8:36),male,Benjamin,"In this dataset, Alemeth is described as son of Jehoadda (1CH 8:36). Recorded as male; listed with tribe: Benjamin.",2,1563,"In this dataset, Alemeth is described as son of Jehoadda (1CH 8:36). Recorded as male; listed with tribe: Benjamin."
Azmaveth_2,Azmaveth,,son of Jehoadda (1CH 8:36),male,Benjamin,"In this dataset, Azmaveth is described as son of Jehoadda (1CH 8:36). Recorded as male; listed with tribe: Benjamin.",2,1564,"In this dataset, Azmaveth is described as son of Jehoadda (1CH 8:36). Recorded as male; listed with tribe: Benjamin."
Zimri_3,Zimri,,son of Jehoadda (1CH 8:36),male,Benjamin,"In this dataset, Zimri is described as son of Jehoadda (1CH 8:36). Recorded as male; listed with tribe: Benjamin.",3,1565,"In this dataset, Zimri is described as son of Jehoadda (1CH 8:36). Recorded as male; listed with tribe: Benjamin."
Moza_2,Moza,,son of Zimri (1CH 8:36),male,Benjamin,"In this dataset, Moza is described as son of Zimri (1CH 8:36). Recorded as male; listed with tribe: Benjamin.",2,1566,"In this dataset, Moza is described as son of Zimri (1CH 8:36). Recorded as male; listed with tribe: Benjamin."
Binea_1,Binea,,son of Moza (1CH 8:37),male,Benjamin,"In this dataset, Binea is described as son of Moza (1CH 8:37). Recorded as male; listed with tribe: Benjamin.",1,1567,"In this dataset, Binea is described as son of Moza (1CH 8:37). Recorded as male; listed with tribe: Benjamin."
Raphah_2,Raphah,,son of Binea (1CH 8:37),male,Benjamin,"In this dataset, Raphah is described as son of Binea (1CH 8:37). Recorded as male; listed with tribe: Benjamin.",2,1568,"In this dataset, Raphah is described as son of Binea (1CH 8:37). Recorded as male; listed with tribe: Benjamin."
Eleasah_2,Eleasah,,son of Raphah (1CH 8:37),male,Benjamin,"In this dataset, Eleasah is described as son of Raphah (1CH 8:37). Recorded as male; listed with tribe: Benjamin.",2,1569,"In this dataset, Eleasah is described as son of Raphah (1CH 8:37). Recorded as male; listed with tribe: Benjamin."
Azel_1,Azel,,son of Eleasah (1CH 8:37),male,Benjamin,"In this dataset, Azel is described as son of Eleasah (1CH 8:37). Recorded as male; listed with tribe: Benjamin.",1,1570,"In this dataset, Azel is described as son of Eleasah (1CH 8:37). Recorded as male; listed with tribe: Benjamin."
Azrikam_2,Azrikam,,son of Azel (1CH 8:38),male,Benjamin,"In this dataset, Azrikam is described as son of Azel (1CH 8:38). Recorded as male; listed with tribe: Benjamin.",2,1571,"In this dataset, Azrikam is described as son of Azel (1CH 8:38). Recorded as male; listed with tribe: Benjamin."
Bocheru_1,Bocheru,,son of Azel (1CH 8:38),male,Benjamin,"In this dataset, Bocheru is described as son of Azel (1CH 8:38). Recorded as male; listed with tribe: Benjamin.",1,1572,"In this dataset, Bocheru is described as son of Azel (1CH 8:38). Recorded as male; listed with tribe: Benjamin."
Ishmael_3,Ishmael,,son of Azel (1CH 8:38),male,Benjamin,"In this dataset, Ishmael is described as son of Azel (1CH 8:38). Recorded as male; listed with tribe: Benjamin.",3,1573,"In this dataset, Ishmael is described as son of Azel (1CH 8:38). Recorded as male; listed with tribe: Benjamin."
Sheariah_1,Sheariah,,son of Azel (1CH 8:38),male,Benjamin,"In this dataset, Sheariah is described as son of Azel (1CH 8:38). Recorded as male; listed with tribe: Benjamin.",1,1574,"In this dataset, Sheariah is described as son of Azel (1CH 8:38). Recorded as male; listed with tribe: Benjamin."
Obadiah_4,Obadiah,,son of Azel (1CH 8:38),male,Benjamin,"In this dataset, Obadiah is described as son of Azel (1CH 8:38). Recorded as male; listed with tribe: Benjamin.",4,1575,"In this dataset, Obadiah is described as son of Azel (1CH 8:38). Recorded as male; listed with tribe: Benjamin."
Hanan_2,Hanan,,son of Azel (1CH 8:38),male,Benjamin,"In this dataset, Hanan is described as son of Azel (1CH 8:38). Recorded as male; listed with tribe: Benjamin.",2,1576,"In this dataset, Hanan is described as son of Azel (1CH 8:38). Recorded as male; listed with tribe: Benjamin."
Eshek_1,Eshek,,brother of Azel (1CH 8:39),male,Benjamin,"In this dataset, Eshek is described as brother of Azel (1CH 8:39). Recorded as male; listed with tribe: Benjamin.",1,1577,"In this dataset, Eshek is described as brother of Azel (1CH 8:39). Recorded as male; listed with tribe: Benjamin."
Ulam_2,Ulam,,son of Eshek (1CH 8:39),male,Benjamin,"In this dataset, Ulam is described as son of Eshek (1CH 8:39). Recorded as male; listed with tribe: Benjamin.",2,1578,"In this dataset, Ulam is described as son of Eshek (1CH 8:39). Recorded as male; listed with tribe: Benjamin."
Jeush_3,Jeush,,son of Eshek (1CH 8:39),male,Benjamin,"In this dataset, Jeush is described as son of Eshek (1CH 8:39). Recorded as male; listed with tribe: Benjamin.",3,1579,"In this dataset, Jeush is described as son of Eshek (1CH 8:39). Recorded as male; listed with tribe: Benjamin."
Eliphelet_4,Eliphelet,,son of Eshek (1CH 8:39),male,Benjamin,"In this dataset, Eliphelet is described as son of Eshek (1CH 8:39). Recorded as male; listed with tribe: Benjamin.",4,1580,"In this dataset, Eliphelet is described as son of Eshek (1CH 8:39). Recorded as male; listed with tribe: Benjamin."
Uthai_1,Uthai,,son of Ammihud (1CH 9:4),male,Judah,"In this dataset, Uthai is described as son of Ammihud (1CH 9:4). Recorded as male; listed with tribe: Judah.",1,1581,"In this dataset, Uthai is described as son of Ammihud (1CH 9:4). Recorded as male; listed with tribe: Judah."
Ammihud_5,Ammihud,,son of Omri (1CH 9:4),male,Judah,"In this dataset, Ammihud is described as son of Omri (1CH 9:4). Recorded as male; listed with tribe: Judah.",5,1582,"In this dataset, Ammihud is described as son of Omri (1CH 9:4). Recorded as male; listed with tribe: Judah."
Omri_3,Omri,,son of Imri (1CH 9:4),male,Judah,"In this dataset, Omri is described as son of Imri (1CH 9:4). Recorded as male; listed with tribe: Judah.",3,1583,"In this dataset, Omri is described as son of Imri (1CH 9:4). Recorded as male; listed with tribe: Judah."
Imri_1,Imri,,son of Bani (1CH 9:4),male,Judah,"In this dataset, Imri is described as son of Bani (1CH 9:4). Recorded as male; listed with tribe: Judah.",1,1584,"In this dataset, Imri is described as son of Bani (1CH 9:4). Recorded as male; listed with tribe: Judah."
Bani_3,Bani,,descendant of Perez (1CH 9:4) and leader during the return (NEH 10:14),male,Judah,"In this dataset, Bani is described as descendant of Perez (1CH 9:4) and leader during the return (NEH 10:14). Recorded as male; listed with tribe: Judah.",3,1585,"In this dataset, Bani is described as descendant of Perez (1CH 9:4) and leader during the return (NEH 10:14). Recorded as male; listed with tribe: Judah."
Asaiah_4,Asaiah,,Shilonite living in Jerusalem (1CH 9:5),male,Judah,"In this dataset, Asaiah is described as Shilonite living in Jerusalem (1CH 9:5). Recorded as male; listed with tribe: Judah.",4,1586,"In this dataset, Asaiah is described as Shilonite living in Jerusalem (1CH 9:5). Recorded as male; listed with tribe: Judah."
Jeuel_1,Jeuel,,descendant of Zerah (1CH 9:6),male,Judah,"In this dataset, Jeuel is described as descendant of Zerah (1CH 9:6). Recorded as male; listed with tribe: Judah.",1,1587,"In this dataset, Jeuel is described as descendant of Zerah (1CH 9:6). Recorded as male; listed with tribe: Judah."
Sallu_1,Sallu,,son of Meshullam (1CH 9:7),male,Benjamin,"In this dataset, Sallu is described as son of Meshullam (1CH 9:7). Recorded as male; listed with tribe: Benjamin.",1,1588,"In this dataset, Sallu is described as son of Meshullam (1CH 9:7). Recorded as male; listed with tribe: Benjamin."
Meshuallam_1,Meshuallam,,son of Hodaviah (1CH 9:7),male,Benjamin,"In this dataset, Meshuallam is described as son of Hodaviah (1CH 9:7). Recorded as male; listed with tribe: Benjamin.",1,1589,"In this dataset, Meshuallam is described as son of Hodaviah (1CH 9:7). Recorded as male; listed with tribe: Benjamin."
Hodaviah_4,Hodaviah,,son of Hassenuah (1CH 9:7),male,Benjamin,"In this dataset, Hodaviah is described as son of Hassenuah (1CH 9:7). Recorded as male; listed with tribe: Benjamin.",4,1590,"In this dataset, Hodaviah is described as son of Hassenuah (1CH 9:7). Recorded as male; listed with tribe: Benjamin."
Hassenuah_1,Hassenuah,,descendant of Benjamin (1CH 9:7),male,Benjamin,"In this dataset, Hassenuah is described as descendant of Benjamin (1CH 9:7). Recorded as male; listed with tribe: Benjamin.",1,1591,"In this dataset, Hassenuah is described as descendant of Benjamin (1CH 9:7). Recorded as male; listed with tribe: Benjamin."
Ibneiah_1,Ibneiah,,son of Jeroham (1CH 9:8),male,Benjamin,"In this dataset, Ibneiah is described as son of Jeroham (1CH 9:8). Recorded as male; listed with tribe: Benjamin.",1,1592,"In this dataset, Ibneiah is described as son of Jeroham (1CH 9:8). Recorded as male; listed with tribe: Benjamin."
Jeroham_2,Jeroham,,father of Ibneiah (1CH 9:8),male,Benjamin,"In this dataset, Jeroham is described as father of Ibneiah (1CH 9:8). Recorded as male; listed with tribe: Benjamin.",2,1593,"In this dataset, Jeroham is described as father of Ibneiah (1CH 9:8). Recorded as male; listed with tribe: Benjamin."
Elah_5,Elah,,son of Uzzi (1CH 9:8),male,Benjamin,"In this dataset, Elah is described as son of Uzzi (1CH 9:8). Recorded as male; listed with tribe: Benjamin.",5,1594,"In this dataset, Elah is described as son of Uzzi (1CH 9:8). Recorded as male; listed with tribe: Benjamin."
Uzzi_4,Uzzi,,son of Michri (1CH 9:8),male,Benjamin,"In this dataset, Uzzi is described as son of Michri (1CH 9:8). Recorded as male; listed with tribe: Benjamin.",4,1595,"In this dataset, Uzzi is described as son of Michri (1CH 9:8). Recorded as male; listed with tribe: Benjamin."
Michri_1,Michri,,father of Uzzi (1CH 9:8),male,Benjamin,"In this dataset, Michri is described as father of Uzzi (1CH 9:8). Recorded as male; listed with tribe: Benjamin.",1,1596,"In this dataset, Michri is described as father of Uzzi (1CH 9:8). Recorded as male; listed with tribe: Benjamin."
Meshullam_5,Meshullam,,son of Shephatiah (1CH 9:8),male,Benjamin,"In this dataset, Meshullam is described as son of Shephatiah (1CH 9:8). Recorded as male; listed with tribe: Benjamin.",5,1597,"In this dataset, Meshullam is described as son of Shephatiah (1CH 9:8). Recorded as male; listed with tribe: Benjamin."
Shephatiah_2,Shephatiah,,son of Reuel (1CH 9:8),male,Benjamin,"In this dataset, Shephatiah is described as son of Reuel (1CH 9:8). Recorded as male; listed with tribe: Benjamin.",2,1598,"In this dataset, Shephatiah is described as son of Reuel (1CH 9:8). Recorded as male; listed with tribe: Benjamin."
Reuel_3,Reuel,,son of Ibnijah (1CH 9:8),male,Benjamin,"In this dataset, Reuel is described as son of Ibnijah (1CH 9:8). Recorded as male; listed with tribe: Benjamin.",3,1599,"In this dataset, Reuel is described as son of Ibnijah (1CH 9:8). Recorded as male; listed with tribe: Benjamin."
Ibnijah_1,Ibnijah,,descendant of Benjamin (1CH 9:8),male,Benjamin,"In this dataset, Ibnijah is described as descendant of Benjamin (1CH 9:8). Recorded as male; listed with tribe: Benjamin.",1,1600,"In this dataset, Ibnijah is described as descendant of Benjamin (1CH 9:8). Recorded as male; listed with tribe: Benjamin."
Jedaiah_2,Jedaiah,,"priest (1CH 9:10, NEH 7:39, NEH 12:6), of the house of Jeshua (EZR 2:36)",male,Levi,"In this dataset, Jedaiah is described as priest (1CH 9:10, NEH 7:39, NEH 12:6), of the house of Jeshua (EZR 2:36). Recorded as male; listed with tribe: Levi.",2,1601,"In this dataset, Jedaiah is described as priest (1CH 9:10, NEH 7:39, NEH 12:6), of the house of Jeshua (EZR 2:36). Recorded as male; listed with tribe: Levi."
Jehoiarib_1,Jehoiarib,,"priest (1CH 9:10), Joiarib in NEH 12:6",male,Levi,"In this dataset, Jehoiarib is described as priest (1CH 9:10), Joiarib in NEH 12:6. Recorded as male; listed with tribe: Levi.",1,1602,"In this dataset, Jehoiarib is described as priest (1CH 9:10), Joiarib in NEH 12:6. Recorded as male; listed with tribe: Levi."
Jachin_2,Jachin,,"priest (1CH 9:10, NEH 11:10)",male,Levi,"In this dataset, Jachin is described as priest (1CH 9:10, NEH 11:10). Recorded as male; listed with tribe: Levi.",2,1603,"In this dataset, Jachin is described as priest (1CH 9:10, NEH 11:10). Recorded as male; listed with tribe: Levi."
Meraioth_2,Meraioth,,son of Ahitub (1CH 9:11),male,Levi,"In this dataset, Meraioth is described as son of Ahitub (1CH 9:11). Recorded as male; listed with tribe: Levi.",2,1604,"In this dataset, Meraioth is described as son of Ahitub (1CH 9:11). Recorded as male; listed with tribe: Levi."
Adaiah_4,Adaiah,,son of Jeroham (1CH 9:12),male,Levi,"In this dataset, Adaiah is described as son of Jeroham (1CH 9:12). Recorded as male; listed with tribe: Levi.",4,1605,"In this dataset, Adaiah is described as son of Jeroham (1CH 9:12). Recorded as male; listed with tribe: Levi."
Jeroham_3,Jeroham,,son of Pashhur (1CH 9:12),male,Levi,"In this dataset, Jeroham is described as son of Pashhur (1CH 9:12). Recorded as male; listed with tribe: Levi.",3,1606,"In this dataset, Jeroham is described as son of Pashhur (1CH 9:12). Recorded as male; listed with tribe: Levi."
Pashhur_1,Pashhur,,"son of Malchijah (1CH 9:12), priest (EZR 2:38, NEH 7:41)",male,Levi,"In this dataset, Pashhur is described as son of Malchijah (1CH 9:12), priest (EZR 2:38, NEH 7:41). Recorded as male; listed with tribe: Levi.",1,1607,"In this dataset, Pashhur is described as son of Malchijah (1CH 9:12), priest (EZR 2:38, NEH 7:41). Recorded as male; listed with tribe: Levi."
Malchijah_2,Malchijah,,"father of Pashhur (1CH 9:12), stood on Ezra's left hand as he read from the Law (NEH 8:4)",male,Levi,"In this dataset, Malchijah is described as father of Pashhur (1CH 9:12), stood on Ezra's left hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi.",2,1608,"In this dataset, Malchijah is described as father of Pashhur (1CH 9:12), stood on Ezra's left hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi."
Maasai_1,Maasai,,son of Adiel (1CH 9:12),male,Levi,"In this dataset, Maasai is described as son of Adiel (1CH 9:12). Recorded as male; listed with tribe: Levi.",1,1609,"In this dataset, Maasai is described as son of Adiel (1CH 9:12). Recorded as male; listed with tribe: Levi."
Adiel_2,Adiel,,son of Jahzerah (1CH 9:12),male,Levi,"In this dataset, Adiel is described as son of Jahzerah (1CH 9:12). Recorded as male; listed with tribe: Levi.",2,1610,"In this dataset, Adiel is described as son of Jahzerah (1CH 9:12). Recorded as male; listed with tribe: Levi."
Jahzerah_1,Jahzerah,,son of Meshullam (1CH 9:12),male,Levi,"In this dataset, Jahzerah is described as son of Meshullam (1CH 9:12). Recorded as male; listed with tribe: Levi.",1,1611,"In this dataset, Jahzerah is described as son of Meshullam (1CH 9:12). Recorded as male; listed with tribe: Levi."
Meshullam_6,Meshullam,,son of Meshillemith (1CH 9:12),male,Levi,"In this dataset, Meshullam is described as son of Meshillemith (1CH 9:12). Recorded as male; listed with tribe: Levi.",6,1612,"In this dataset, Meshullam is described as son of Meshillemith (1CH 9:12). Recorded as male; listed with tribe: Levi."
Meshillemith_1,Meshillemith,,son of Immer (1CH 9:12),male,Levi,"In this dataset, Meshillemith is described as son of Immer (1CH 9:12). Recorded as male; listed with tribe: Levi.",1,1613,"In this dataset, Meshillemith is described as son of Immer (1CH 9:12). Recorded as male; listed with tribe: Levi."
Immer_1,Immer,,"father of Meshillemith (1CH 9:12), priest (EZR 2:37, NEH 7:40)",male,Levi,"In this dataset, Immer is described as father of Meshillemith (1CH 9:12), priest (EZR 2:37, NEH 7:40). Recorded as male; listed with tribe: Levi.",1,1614,"In this dataset, Immer is described as father of Meshillemith (1CH 9:12), priest (EZR 2:37, NEH 7:40). Recorded as male; listed with tribe: Levi."
Shemaiah_5,Shemaiah,,son of Hasshub (1CH 9:14),male,Levi,"In this dataset, Shemaiah is described as son of Hasshub (1CH 9:14). Recorded as male; listed with tribe: Levi.",5,1615,"In this dataset, Shemaiah is described as son of Hasshub (1CH 9:14). Recorded as male; listed with tribe: Levi."
Hasshub_1,Hasshub,,son of Azrikam (1CH 9:14),male,Levi,"In this dataset, Hasshub is described as son of Azrikam (1CH 9:14). Recorded as male; listed with tribe: Levi.",1,1616,"In this dataset, Hasshub is described as son of Azrikam (1CH 9:14). Recorded as male; listed with tribe: Levi."
Azrikam_3,Azrikam,,son of Hashabiah (1CH 9:14),male,Levi,"In this dataset, Azrikam is described as son of Hashabiah (1CH 9:14). Recorded as male; listed with tribe: Levi.",3,1617,"In this dataset, Azrikam is described as son of Hashabiah (1CH 9:14). Recorded as male; listed with tribe: Levi."
Bakbakkar_1,Bakbakkar,,counted among the Levites carried into exile (1CH 9:15),male,Levi,"In this dataset, Bakbakkar is described as counted among the Levites carried into exile (1CH 9:15). Recorded as male; listed with tribe: Levi.",1,1618,"In this dataset, Bakbakkar is described as counted among the Levites carried into exile (1CH 9:15). Recorded as male; listed with tribe: Levi."
Heresh_1,Heresh,,counted among the Levites carried into exile (1CH 9:15),male,Levi,"In this dataset, Heresh is described as counted among the Levites carried into exile (1CH 9:15). Recorded as male; listed with tribe: Levi.",1,1619,"In this dataset, Heresh is described as counted among the Levites carried into exile (1CH 9:15). Recorded as male; listed with tribe: Levi."
Galal_1,Galal,,counted among the Levites carried into exile (1CH 9:15)- son of Jeduthun (1CH 9:16),male,Levi,"In this dataset, Galal is described as counted among the Levites carried into exile (1CH 9:15)- son of Jeduthun (1CH 9:16). Recorded as male; listed with tribe: Levi.",1,1620,"In this dataset, Galal is described as counted among the Levites carried into exile (1CH 9:15)- son of Jeduthun (1CH 9:16). Recorded as male; listed with tribe: Levi."
Mattaniah_2,Mattaniah,,"son of Mica (1CH 9:15), Levite (NEH 12:8)",male,Levi,"In this dataset, Mattaniah is described as son of Mica (1CH 9:15), Levite (NEH 12:8). Recorded as male; listed with tribe: Levi.",2,1621,"In this dataset, Mattaniah is described as son of Mica (1CH 9:15), Levite (NEH 12:8). Recorded as male; listed with tribe: Levi."
